customerName,status,imei,serial,iccid,productType,firmwareVersion,provisionedDate,lastConnect,accessories
T&L Parts Distribution,offline,3.51E+14,DI0000000014,89010000000000000014,D210,26.2.2,2026-02-06T15:06:29Z,2026-04-23T00:00:00Z,
T&L Parts Distribution,offline,3.51E+14,DI0000000015,89010000000000000015,D210,26.2.2,2026-02-01T14:38:16Z,2026-04-23T00:00:00Z,
T&L Parts Distribution,offline,3.51E+14,DI0000000016,89010000000000000016,D210,26.2.2,2026-01-11T05:38:35Z,2026-04-19T00:00:00Z,
T&L Parts Distribution,offline,3.51E+14,DI0000000017,89010000000000000017,D210,26.2.2,2026-01-27T09:51:59Z,2026-04-19T00:00:00Z,
Mid Market District Authority,offline,3.51E+14,DI0000001001,89010000000000001001,D450,26.2.2,2026-03-27T07:18:46Z,2026-04-23T00:00:00Z,
Mid Market District Authority,offline,3.51E+14,DI0000001002,89010000000000001002,D550,26.2.2,2026-03-11T08:19:07Z,2026-04-25T00:00:00Z,
Mid Market District Authority,offline,3.51E+14,DI0000001003,89010000000000001003,D450,26.2.2,2026-03-22T17:50:41Z,2026-04-24T00:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001004,89010000000000001004,D550,26.4.1,2026-03-27T02:47:27Z,2026-04-27T11:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001005,89010000000000001005,D450,26.4.1,2026-02-10T09:10:06Z,2026-04-27T23:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001006,89010000000000001006,D450,26.4.1,2026-01-30T21:20:07Z,2026-04-27T10:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001007,89010000000000001007,D450,26.4.1,2026-01-19T03:10:21Z,2026-04-27T09:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001008,89010000000000001008,D550,26.4.1,2026-01-21T06:22:26Z,2026-04-27T18:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001009,89010000000000001009,D450,26.4.1,2026-03-03T06:05:30Z,2026-04-27T04:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001010,89010000000000001010,D450,26.4.1,2026-02-11T04:15:38Z,2026-04-27T15:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001011,89010000000000001011,D450,26.4.1,2026-02-23T00:33:54Z,2026-04-27T05:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001012,89010000000000001012,D450,26.4.1,2026-03-22T04:09:38Z,2026-04-27T08:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001013,89010000000000001013,D550,26.4.1,2026-03-14T23:58:38Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001014,89010000000000001014,D450,26.4.1,2026-02-02T21:59:09Z,2026-04-27T18:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001015,89010000000000001015,D450,26.4.1,2026-01-15T00:55:26Z,2026-04-27T22:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001016,89010000000000001016,D450,26.4.1,2026-03-27T18:14:15Z,2026-04-27T15:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001017,89010000000000001017,D550,26.4.1,2026-02-19T04:23:18Z,2026-04-27T08:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001018,89010000000000001018,D450,26.4.1,2026-03-14T09:54:18Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001019,89010000000000001019,D550,26.4.1,2026-03-02T17:26:04Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001020,89010000000000001020,D450,26.4.1,2026-02-01T05:13:22Z,2026-04-27T16:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001021,89010000000000001021,D550,26.4.1,2026-02-17T20:58:34Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001022,89010000000000001022,D450,26.4.1,2026-03-01T01:30:13Z,2026-04-27T15:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001023,89010000000000001023,D450,26.4.1,2026-01-13T14:37:58Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001024,89010000000000001024,D450,26.4.1,2026-03-13T04:22:52Z,2026-04-27T16:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001025,89010000000000001025,D450,26.4.1,2026-01-27T12:17:15Z,2026-04-27T12:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001026,89010000000000001026,D550,26.4.1,2026-02-20T14:16:41Z,2026-04-27T23:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001027,89010000000000001027,D550,26.4.1,2026-02-04T00:44:16Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001028,89010000000000001028,D550,26.4.1,2026-03-21T09:01:34Z,2026-04-27T13:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001029,89010000000000001029,D450,26.4.1,2026-01-28T01:19:20Z,2026-04-27T10:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001030,89010000000000001030,D450,26.4.1,2026-02-08T05:43:59Z,2026-04-27T10:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001031,89010000000000001031,D450,26.4.1,2026-03-07T23:13:41Z,2026-04-27T04:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001032,89010000000000001032,D550,26.4.1,2026-03-03T18:27:52Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001033,89010000000000001033,D450,26.4.1,2026-01-23T17:59:40Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001034,89010000000000001034,D550,26.4.1,2026-03-25T06:17:05Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001035,89010000000000001035,D450,26.4.1,2026-03-29T03:57:33Z,2026-04-27T05:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001036,89010000000000001036,D450,26.4.1,2026-02-15T11:46:15Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001037,89010000000000001037,D450,26.4.1,2026-02-11T09:31:19Z,2026-04-27T11:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001038,89010000000000001038,D550,26.4.1,2026-01-25T12:04:05Z,2026-04-27T22:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001039,89010000000000001039,D550,26.4.1,2026-03-26T05:58:14Z,2026-04-27T17:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001040,89010000000000001040,D450,26.4.1,2026-01-13T23:09:21Z,2026-04-27T08:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001041,89010000000000001041,D550,26.4.1,2026-02-12T22:01:06Z,2026-04-27T18:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001042,89010000000000001042,D550,26.4.1,2026-02-09T08:23:37Z,2026-04-27T20:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001043,89010000000000001043,D450,26.4.1,2026-03-07T06:52:03Z,2026-04-27T20:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001044,89010000000000001044,D450,26.4.1,2026-03-18T03:25:13Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001045,89010000000000001045,D450,26.4.1,2026-02-07T08:42:18Z,2026-04-27T09:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001046,89010000000000001046,D550,26.4.1,2026-01-18T14:27:14Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001047,89010000000000001047,D550,26.4.1,2026-03-24T14:42:10Z,2026-04-27T14:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001048,89010000000000001048,D550,26.4.1,2026-03-06T23:57:30Z,2026-04-27T12:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001049,89010000000000001049,D550,26.4.1,2026-03-16T10:20:23Z,2026-04-27T22:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001050,89010000000000001050,D450,26.4.1,2026-01-14T23:50:53Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001051,89010000000000001051,D450,26.4.1,2026-02-21T19:02:29Z,2026-04-27T23:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001052,89010000000000001052,D550,26.4.1,2026-02-22T13:40:15Z,2026-04-27T21:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001053,89010000000000001053,D450,26.4.1,2026-01-18T17:18:47Z,2026-04-27T05:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001054,89010000000000001054,D450,26.4.1,2026-03-14T14:58:24Z,2026-04-27T06:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001055,89010000000000001055,D450,26.4.1,2026-01-24T19:02:21Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001056,89010000000000001056,D450,26.4.1,2026-01-18T21:18:39Z,2026-04-27T04:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001057,89010000000000001057,D450,26.4.1,2026-01-13T06:07:04Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001058,89010000000000001058,D550,26.4.1,2026-02-04T13:26:04Z,2026-04-27T18:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001059,89010000000000001059,D450,26.4.1,2026-03-22T04:05:18Z,2026-04-27T14:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001060,89010000000000001060,D450,26.4.1,2026-02-27T06:53:45Z,2026-04-27T09:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001061,89010000000000001061,D450,26.4.1,2026-01-21T08:25:11Z,2026-04-27T15:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001062,89010000000000001062,D450,26.4.1,2026-03-24T18:47:28Z,2026-04-27T18:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001063,89010000000000001063,D550,26.4.1,2026-02-04T04:06:54Z,2026-04-27T09:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001064,89010000000000001064,D550,26.4.1,2026-03-12T08:04:28Z,2026-04-27T06:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001065,89010000000000001065,D550,26.4.1,2026-03-18T20:23:33Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001066,89010000000000001066,D450,26.4.1,2026-02-13T21:13:17Z,2026-04-27T05:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001067,89010000000000001067,D550,26.4.1,2026-03-10T12:21:07Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001068,89010000000000001068,D550,26.4.1,2026-02-28T07:35:30Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001069,89010000000000001069,D550,26.4.1,2026-03-07T03:40:03Z,2026-04-27T23:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001070,89010000000000001070,D450,26.4.1,2026-03-24T18:32:41Z,2026-04-27T10:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001071,89010000000000001071,D450,26.4.1,2026-01-18T01:05:16Z,2026-04-27T06:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001072,89010000000000001072,D450,26.4.1,2026-02-28T12:21:59Z,2026-04-27T15:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001073,89010000000000001073,D550,26.4.1,2026-01-12T16:49:31Z,2026-04-27T14:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001074,89010000000000001074,D550,26.4.1,2026-02-20T01:47:53Z,2026-04-27T13:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001075,89010000000000001075,D550,26.4.1,2026-01-14T20:25:22Z,2026-04-27T09:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001076,89010000000000001076,D450,26.4.1,2026-01-27T06:36:58Z,2026-04-27T04:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001077,89010000000000001077,D450,26.4.1,2026-03-26T18:55:06Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001078,89010000000000001078,D450,26.4.1,2026-03-15T10:37:51Z,2026-04-27T12:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001079,89010000000000001079,D550,26.4.1,2026-01-30T19:36:44Z,2026-04-27T22:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001080,89010000000000001080,D550,26.4.1,2026-03-20T16:48:05Z,2026-04-27T09:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001081,89010000000000001081,D550,26.4.1,2026-03-15T07:40:43Z,2026-04-27T21:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001082,89010000000000001082,D450,26.4.1,2026-03-09T23:28:25Z,2026-04-27T09:00:00Z,AIBox;DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001083,89010000000000001083,D550,26.4.1,2026-02-12T05:58:09Z,2026-04-27T11:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001084,89010000000000001084,D450,26.4.1,2026-01-22T15:51:01Z,2026-04-27T14:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001085,89010000000000001085,D450,26.4.1,2026-03-05T15:08:30Z,2026-04-27T17:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001086,89010000000000001086,D550,26.4.1,2026-01-14T10:48:45Z,2026-04-27T13:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001087,89010000000000001087,D550,26.4.1,2026-03-16T20:34:03Z,2026-04-27T08:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001088,89010000000000001088,D450,26.4.1,2026-01-26T00:44:39Z,2026-04-27T13:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001089,89010000000000001089,D550,26.4.1,2026-03-13T08:46:08Z,2026-04-27T21:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001090,89010000000000001090,D550,26.4.1,2026-03-14T13:04:08Z,2026-04-27T19:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001091,89010000000000001091,D550,26.4.1,2026-03-03T17:55:49Z,2026-04-27T20:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001092,89010000000000001092,D450,26.4.1,2026-03-19T02:24:27Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001093,89010000000000001093,D550,26.4.1,2026-03-27T07:18:20Z,2026-04-27T15:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001094,89010000000000001094,D550,26.4.1,2026-01-25T22:16:44Z,2026-04-27T07:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001095,89010000000000001095,D550,26.4.1,2026-01-23T11:15:49Z,2026-04-27T08:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001096,89010000000000001096,D550,26.4.1,2026-03-27T15:38:44Z,2026-04-27T07:00:00Z,DriverMonitor
Mid Market District Authority,online,3.51E+14,DI0000001097,89010000000000001097,D550,26.4.1,2026-02-19T21:27:05Z,2026-04-27T04:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001098,89010000000000001098,D450,26.4.1,2026-03-29T00:58:56Z,2026-04-27T06:00:00Z,AIBox
Mid Market District Authority,online,3.51E+14,DI0000001099,89010000000000001099,D550,26.4.1,2026-01-20T21:38:56Z,2026-04-27T05:00:00Z,
Mid Market District Authority,online,3.51E+14,DI0000001100,89010000000000001100,D550,26.4.1,2026-01-31T04:05:25Z,2026-04-27T10:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002001,89010000000000002001,D650,26.4.1,2026-01-26T16:55:38Z,2026-04-27T13:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002002,89010000000000002002,D650,26.4.1,2026-01-12T05:14:44Z,2026-04-27T11:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002003,89010000000000002003,D650,26.4.1,2026-01-26T15:50:52Z,2026-04-27T18:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002004,89010000000000002004,D650,26.4.1,2026-01-22T15:04:02Z,2026-04-27T21:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002005,89010000000000002005,D750,26.4.1,2026-02-10T05:14:19Z,2026-04-27T21:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002006,89010000000000002006,D650,26.4.1,2026-03-28T15:50:36Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002007,89010000000000002007,D650,26.4.1,2026-02-02T12:05:25Z,2026-04-27T09:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002008,89010000000000002008,D750,26.4.1,2026-03-21T02:33:03Z,2026-04-27T23:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002009,89010000000000002009,D750,26.4.1,2026-03-29T16:55:28Z,2026-04-27T17:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002010,89010000000000002010,D650,26.4.1,2026-03-13T12:10:18Z,2026-04-27T05:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002011,89010000000000002011,D750,26.4.1,2026-01-15T18:01:05Z,2026-04-27T08:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002012,89010000000000002012,D750,26.4.1,2026-01-16T23:11:17Z,2026-04-27T18:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002013,89010000000000002013,D650,26.4.1,2026-03-28T03:01:39Z,2026-04-27T21:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002014,89010000000000002014,D750,26.4.1,2026-02-23T04:07:51Z,2026-04-27T15:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002015,89010000000000002015,D650,26.4.1,2026-02-22T00:59:18Z,2026-04-27T20:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002016,89010000000000002016,D650,26.4.1,2026-02-25T15:35:41Z,2026-04-27T21:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002017,89010000000000002017,D650,26.4.1,2026-01-13T10:22:27Z,2026-04-27T04:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002018,89010000000000002018,D750,26.4.1,2026-01-24T10:01:05Z,2026-04-27T05:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002019,89010000000000002019,D750,26.4.1,2026-04-02T18:38:17Z,2026-04-27T20:00:00Z,ThermalCam
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002020,89010000000000002020,D650,26.4.1,2026-01-18T10:41:38Z,2026-04-27T20:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002021,89010000000000002021,D750,26.4.1,2026-03-13T05:23:13Z,2026-04-27T09:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002022,89010000000000002022,D650,26.4.1,2026-02-08T20:51:04Z,2026-04-27T22:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002023,89010000000000002023,D650,26.4.1,2026-03-13T09:24:54Z,2026-04-27T10:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002024,89010000000000002024,D750,26.4.1,2026-02-16T02:01:26Z,2026-04-27T17:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002025,89010000000000002025,D650,26.4.1,2026-03-31T10:59:59Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002026,89010000000000002026,D650,26.4.1,2026-03-25T16:48:07Z,2026-04-27T17:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002027,89010000000000002027,D650,26.4.1,2026-03-31T17:27:54Z,2026-04-27T17:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002028,89010000000000002028,D650,26.4.1,2026-01-14T14:39:53Z,2026-04-27T18:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002029,89010000000000002029,D650,26.4.1,2026-01-27T22:54:52Z,2026-04-27T11:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002030,89010000000000002030,D750,26.4.1,2026-01-19T02:46:29Z,2026-04-27T19:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002031,89010000000000002031,D750,26.4.1,2026-03-08T01:06:29Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002032,89010000000000002032,D750,26.4.1,2026-04-02T02:40:14Z,2026-04-27T17:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002033,89010000000000002033,D650,26.4.1,2026-01-24T07:20:02Z,2026-04-27T05:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002034,89010000000000002034,D750,26.4.1,2026-01-19T06:09:19Z,2026-04-27T15:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002035,89010000000000002035,D650,26.4.1,2026-03-11T16:41:04Z,2026-04-27T22:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002036,89010000000000002036,D650,26.4.1,2026-01-23T20:41:19Z,2026-04-27T05:00:00Z,ThermalCam
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002037,89010000000000002037,D650,26.4.1,2026-02-19T21:19:02Z,2026-04-27T07:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002038,89010000000000002038,D750,26.4.1,2026-02-24T05:47:37Z,2026-04-27T08:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002039,89010000000000002039,D650,26.4.1,2026-01-30T02:55:40Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002040,89010000000000002040,D750,26.4.1,2026-02-06T04:33:29Z,2026-04-27T10:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002041,89010000000000002041,D650,26.4.1,2026-01-25T12:47:17Z,2026-04-27T19:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002042,89010000000000002042,D750,26.4.1,2026-01-14T14:53:05Z,2026-04-27T15:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002043,89010000000000002043,D750,26.4.1,2026-02-14T06:46:06Z,2026-04-27T19:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002044,89010000000000002044,D750,26.4.1,2026-04-04T16:41:02Z,2026-04-27T23:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002045,89010000000000002045,D650,26.4.1,2026-03-22T02:15:58Z,2026-04-27T05:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002046,89010000000000002046,D750,26.4.1,2026-02-21T00:37:01Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002047,89010000000000002047,D750,26.4.1,2026-03-11T19:56:31Z,2026-04-27T07:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002048,89010000000000002048,D750,26.4.1,2026-03-20T10:08:04Z,2026-04-27T10:00:00Z,AIBox
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002049,89010000000000002049,D650,26.4.1,2026-03-03T20:15:16Z,2026-04-27T13:00:00Z,ThermalCam
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002050,89010000000000002050,D650,26.4.1,2026-03-12T07:05:39Z,2026-04-27T17:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002051,89010000000000002051,D650,26.4.1,2026-01-31T15:38:07Z,2026-04-27T09:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002052,89010000000000002052,D650,26.4.1,2026-02-01T15:48:48Z,2026-04-27T04:00:00Z,ThermalCam
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002053,89010000000000002053,D750,26.4.1,2026-02-23T01:06:32Z,2026-04-27T19:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002054,89010000000000002054,D650,26.4.1,2026-01-29T02:58:30Z,2026-04-27T12:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002055,89010000000000002055,D650,26.4.1,2026-02-16T01:08:55Z,2026-04-27T08:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002056,89010000000000002056,D650,26.4.1,2026-03-11T19:38:16Z,2026-04-27T10:00:00Z,DriverMonitor
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002057,89010000000000002057,D750,26.4.1,2026-03-27T07:20:58Z,2026-04-27T20:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002058,89010000000000002058,D750,26.4.1,2026-01-25T08:13:40Z,2026-04-27T18:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002059,89010000000000002059,D650,26.4.1,2026-03-11T20:32:41Z,2026-04-27T11:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002060,89010000000000002060,D750,26.4.1,2026-03-14T14:51:19Z,2026-04-27T15:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002061,89010000000000002061,D750,26.4.1,2026-02-04T13:14:29Z,2026-04-27T12:00:00Z,
Tyrell Enterprise Corporation,online,3.51E+14,DI0000002062,89010000000000002062,D650,26.4.1,2026-03-10T13:17:06Z,2026-04-27T18:00:00Z,AIBox
